rundate,report_period,region_num,foreign_region,foreign_country,uk_group,uk_apt,foreign_apt,ty_t_pax,ty_s_pax,ty_c_pax,ly_t_pax,ly_s_pax,ly_c_pax,pc_change
20/03/2023 10:46,2022,1,WESTERN EUROPE-EU,GREECE,1,GATWICK,SAMOS,6850,0,6850,1452,0,1452,371.76309
20/03/2023 10:46,2022,1,WESTERN EUROPE-EU,GREECE,1,GATWICK,SKIATHOS,24549,3708,20841,7736,0,7736,217.33454
20/03/2023 10:46,2022,1,WESTERN EUROPE-EU,GREECE,1,GATWICK,THIRA (SANTORINI),136031,136031,0,25739,23524,2215,428.5015
20/03/2023 10:46,2022,1,WESTERN EUROPE-EU,GREECE,1,GATWICK,ZAKINTHOS,130194,90753,39441,34065,19957,14108,282.19287
20/03/2023 10:46,2022,1,WESTERN EUROPE-EU,GREECE,1,HEATHROW,ATHENS,764419,764419,0,369812,369717,95,106.70476
20/03/2023 10:46,2022,1,WESTERN EUROPE-EU,GREECE,1,HEATHROW,CHANIA,38450,38450,0,28938,28938,0,32.87027
20/03/2023 10:46,2022,1,WESTERN EUROPE-EU,GREECE,1,HEATHROW,CORFU,104037,104037,0,66134,66134,0,57.31243
20/03/2023 10:46,2022,1,WESTERN EUROPE-EU,GREECE,1,HEATHROW,HERAKLION,51287,51287,0,36239,36239,0,41.52432
20/03/2023 10:46,2022,1,WESTERN EUROPE-EU,GREECE,1,HEATHROW,KALAMATA,15055,15055,0,14715,14715,0,2.31057
20/03/2023 10:46,2022,1,WESTERN EUROPE-EU,GREECE,1,HEATHROW,KEFALLINIA,14670,14670,0,12855,12855,0,14.11902
20/03/2023 10:46,2022,1,WESTERN EUROPE-EU,GREECE,1,HEATHROW,KOS,15690,15690,0,17827,17827,0,-11.98743
20/03/2023 10:46,2022,1,WESTERN EUROPE-EU,GREECE,1,HEATHROW,MIKONOS,55496,55496,0,43499,43499,0,27.57994
20/03/2023 10:46,2022,1,WESTERN EUROPE-EU,GREECE,1,HEATHROW,PREVEZA,21802,21802,0,21061,18413,2648,3.51835
20/03/2023 10:46,2022,1,WESTERN EUROPE-EU,GREECE,1,HEATHROW,RHODES,24519,24519,0,22834,22834,0,7.37935
20/03/2023 10:46,2022,1,WESTERN EUROPE-EU,GREECE,1,HEATHROW,SALONIKA,47029,47029,0,48107,48107,0,-2.24084
20/03/2023 10:46,2022,1,WESTERN EUROPE-EU,GREECE,1,HEATHROW,THIRA (SANTORINI),65011,65011,0,40531,40531,0,60.39821
20/03/2023 10:46,2022,1,WESTERN EUROPE-EU,GREECE,1,HEATHROW,ZAKINTHOS,9637,9637,0,7387,7387,0,30.45891
20/03/2023 10:46,2022,1,WESTERN EUROPE-EU,GREECE,1,LONDON CITY,MIKONOS,15791,15791,0,9047,9047,0,74.54405
20/03/2023 10:46,2022,1,WESTERN EUROPE-EU,GREECE,1,LONDON CITY,SALONIKA,1506,1506,0,0,0,0,0
20/03/2023 10:46,2022,1,WESTERN EUROPE-EU,GREECE,1,LONDON CITY,SKIATHOS,5662,5662,0,3844,3844,0,47.29448
20/03/2023 10:46,2022,1,WESTERN EUROPE-EU,GREECE,1,LONDON CITY,THIRA (SANTORINI),2848,2848,0,0,0,0,0
20/03/2023 10:46,2022,1,WESTERN EUROPE-EU,GREECE,1,LUTON,ATHENS,86209,86209,0,61182,61182,0,40.90582
20/03/2023 10:46,2022,1,WESTERN EUROPE-EU,GREECE,1,LUTON,CHANIA,14841,14841,0,0,0,0,0
20/03/2023 10:46,2022,1,WESTERN EUROPE-EU,GREECE,1,LUTON,CORFU,87273,72750,14523,21790,21790,0,300.51859
20/03/2023 10:46,2022,1,WESTERN EUROPE-EU,GREECE,1,LUTON,HERAKLION,40315,40315,0,18926,18926,0,113.01384
20/03/2023 10:46,2022,1,WESTERN EUROPE-EU,GREECE,1,LUTON,KALAMATA,204,0,204,0,0,0,0
20/03/2023 10:46,2022,1,WESTERN EUROPE-EU,GREECE,1,LUTON,KEFALLINIA,4931,4931,0,0,0,0,0
20/03/2023 10:46,2022,1,WESTERN EUROPE-EU,GREECE,1,LUTON,KOS,7266,0,7266,0,0,0,0
20/03/2023 10:46,2022,1,WESTERN EUROPE-EU,GREECE,1,LUTON,MIKONOS,16644,16644,0,5871,5871,0,183.49515
20/03/2023 10:46,2022,1,WESTERN EUROPE-EU,GREECE,1,LUTON,PREVEZA,2169,2169,0,0,0,0,0
20/03/2023 10:46,2022,1,WESTERN EUROPE-EU,GREECE,1,LUTON,RHODES,57224,39312,17912,17734,10283,7451,222.6796
20/03/2023 10:46,2022,1,WESTERN EUROPE-EU,GREECE,1,LUTON,SALONIKA,61306,61306,0,15356,15356,0,299.23157
20/03/2023 10:46,2022,1,WESTERN EUROPE-EU,GREECE,1,LUTON,SKIATHOS,5598,173,5425,0,0,0,0
20/03/2023 10:46,2022,1,WESTERN EUROPE-EU,GREECE,1,LUTON,THIRA (SANTORINI),26115,26115,0,7627,7627,0,242.40199
20/03/2023 10:46,2022,1,WESTERN EUROPE-EU,GREECE,1,LUTON,ZAKINTHOS,27859,27859,0,10282,10282,0,170.94923
20/03/2023 10:46,2022,1,WESTERN EUROPE-EU,GREECE,1,SOUTHEND,ATHENS,143,143,0,0,0,0,0
20/03/2023 10:46,2022,1,WESTERN EUROPE-EU,GREECE,1,SOUTHEND,CORFU,0,0,0,11009,11009,0,-100
20/03/2023 10:46,2022,1,WESTERN EUROPE-EU,GREECE,1,SOUTHEND,KAVALA,0,0,0,42,42,0,-100
20/03/2023 10:46,2022,1,WESTERN EUROPE-EU,GREECE,1,STANSTED,ATHENS,126138,126138,0,70981,70981,0,77.70671
20/03/2023 10:46,2022,1,WESTERN EUROPE-EU,GREECE,1,STANSTED,CHANIA,62603,62603,0,28056,28056,0,123.13587
20/03/2023 10:46,2022,1,WESTERN EUROPE-EU,GREECE,1,STANSTED,CORFU,87318,72863,14455,23513,23513,0,271.36052
20/03/2023 10:46,2022,1,WESTERN EUROPE-EU,GREECE,1,STANSTED,HERAKLION,87538,72619,14919,22732,16584,6148,285.0871
20/03/2023 10:46,2022,1,WESTERN EUROPE-EU,GREECE,1,STANSTED,KALAMATA,16697,16316,381,3464,3464,0,382.01501
20/03/2023 10:46,2022,1,WESTERN EUROPE-EU,GREECE,1,STANSTED,KEFALLINIA,59574,46129,13445,15974,13604,2370,272.94353
20/03/2023 10:46,2022,1,WESTERN EUROPE-EU,GREECE,1,STANSTED,KOS,37853,37853,0,10653,10653,0,255.32714
20/03/2023 10:46,2022,1,WESTERN EUROPE-EU,GREECE,1,STANSTED,MYTILINI,7310,7310,0,4053,2003,2050,80.36023
20/03/2023 10:46,2022,1,WESTERN EUROPE-EU,GREECE,1,STANSTED,PREVEZA,33428,33428,0,10142,10142,0,229.59968
20/03/2023 10:46,2022,1,WESTERN EUROPE-EU,GREECE,1,STANSTED,RHODES,144636,127041,17595,52360,43210,9150,176.23377
20/03/2023 10:46,2022,1,WESTERN EUROPE-EU,GREECE,1,STANSTED,SALONIKA,123350,123350,0,51777,51765,12,138.23319
20/03/2023 10:46,2022,1,WESTERN EUROPE-EU,GREECE,1,STANSTED,SKIATHOS,20774,20774,0,5296,5296,0,292.25831
20/03/2023 10:46,2022,1,WESTERN EUROPE-EU,GREECE,1,STANSTED,THIRA (SANTORINI),38789,38789,0,12103,12103,0,220.49079
20/03/2023 10:46,2022,1,WESTERN EUROPE-EU,GREECE,1,STANSTED,ZAKINTHOS,54146,46890,7256,19105,17359,1746,183.41272
20/03/2023 10:46,2022,1,WESTERN EUROPE-EU,GREECE,2,ABERDEEN,CORFU,8416,0,8416,0,0,0,0
20/03/2023 10:46,2022,1,WESTERN EUROPE-EU,GREECE,2,ABERDEEN,RHODES,6307,0,6307,0,0,0,0
20/03/2023 10:46,2022,1,WESTERN EUROPE-EU,GREECE,2,BELFAST CITY (GEORGE BEST),ATHENS,177,0,177,0,0,0,0
20/03/2023 10:46,2022,1,WESTERN EUROPE-EU,GREECE,2,BELFAST INTERNATIONAL,CORFU,24399,17136,7263,5329,5329,0,357.85326
20/03/2023 10:46,2022,1,WESTERN EUROPE-EU,GREECE,2,BELFAST INTERNATIONAL,HERAKLION,9020,9020,0,2628,2628,0,243.22679
20/03/2023 10:46,2022,1,WESTERN EUROPE-EU,GREECE,2,BELFAST INTERNATIONAL,KOS,7111,0,7111,0,0,0,0
20/03/2023 10:46,2022,1,WESTERN EUROPE-EU,GREECE,2,BELFAST INTERNATIONAL,NEA ANCHIALOS,44,0,44,0,0,0,0
20/03/2023 10:46,2022,1,WESTERN EUROPE-EU,GREECE,2,BELFAST INTERNATIONAL,RHODES,15902,9360,6542,1753,1753,0,807.13063
20/03/2023 10:46,2022,1,WESTERN EUROPE-EU,GREECE,2,BELFAST INTERNATIONAL,ZAKINTHOS,7862,7862,0,0,0,0,0
20/03/2023 10:46,2022,1,WESTERN EUROPE-EU,GREECE,2,BIGGIN HILL,ATHENS,48,0,48,79,0,79,-39.24051
20/03/2023 10:46,2022,1,WESTERN EUROPE-EU,GREECE,2,BIGGIN HILL,CHANIA,7,0,7,2,0,2,250
20/03/2023 10:46,2022,1,WESTERN EUROPE-EU,GREECE,2,BIGGIN HILL,CORFU,8,0,8,9,0,9,-11.11111
20/03/2023 10:46,2022,1,WESTERN EUROPE-EU,GREECE,2,BIGGIN HILL,KEFALLINIA,4,0,4,12,0,12,-66.66667
20/03/2023 10:46,2022,1,WESTERN EUROPE-EU,GREECE,2,BIGGIN HILL,RHODES,2,0,2,0,0,0,0
20/03/2023 10:46,2022,1,WESTERN EUROPE-EU,GREECE,2,BIGGIN HILL,SALONIKA,3,0,3,2,0,2,50
20/03/2023 10:46,2022,1,WESTERN EUROPE-EU,GREECE,2,BIGGIN HILL,THIRA (SANTORINI),10,0,10,0,0,0,0
20/03/2023 10:46,2022,1,WESTERN EUROPE-EU,GREECE,2,BIRMINGHAM,ATHENS,21605,21605,0,314,0,314,6780.57325
20/03/2023 10:46,2022,1,WESTERN EUROPE-EU,GREECE,2,BIRMINGHAM,CHANIA,29312,11554,17758,9110,7642,1468,221.75631
20/03/2023 10:46,2022,1,WESTERN EUROPE-EU,GREECE,2,BIRMINGHAM,CORFU,90406,55822,34584,32031,24937,7094,182.24532
20/03/2023 10:46,2022,1,WESTERN EUROPE-EU,GREECE,2,BIRMINGHAM,HERAKLION,90702,59068,31634,23912,14343,9569,279.31582
20/03/2023 10:46,2022,1,WESTERN EUROPE-EU,GREECE,2,BIRMINGHAM,KALAMATA,7248,7248,0,1661,1661,0,336.36364
20/03/2023 10:46,2022,1,WESTERN EUROPE-EU,GREECE,2,BIRMINGHAM,KAVALA,5463,0,5463,0,0,0,0
20/03/2023 10:46,2022,1,WESTERN EUROPE-EU,GREECE,2,BIRMINGHAM,KEFALLINIA,39080,19366,19714,8134,4293,3841,380.45242
20/03/2023 10:46,2022,1,WESTERN EUROPE-EU,GREECE,2,BIRMINGHAM,KOS,70733,35156,35577,17828,8535,9293,296.7523
20/03/2023 10:46,2022,1,WESTERN EUROPE-EU,GREECE,2,BIRMINGHAM,MIKONOS,0,0,0,2,0,2,-100
20/03/2023 10:46,2022,1,WESTERN EUROPE-EU,GREECE,2,BIRMINGHAM,PREVEZA,13993,13993,0,2949,2949,0,374.49983
20/03/2023 10:46,2022,1,WESTERN EUROPE-EU,GREECE,2,BIRMINGHAM,RHODES,111302,69045,42257,31923,17845,14078,248.65771
20/03/2023 10:46,2022,1,WESTERN EUROPE-EU,GREECE,2,BIRMINGHAM,SALONIKA,24841,8517,16324,3954,2168,1786,528.24987
20/03/2023 10:46,2022,1,WESTERN EUROPE-EU,GREECE,2,BIRMINGHAM,SKIATHOS,26198,13132,13066,8328,2724,5604,214.57733
20/03/2023 10:46,2022,1,WESTERN EUROPE-EU,GREECE,2,BIRMINGHAM,THIRA (SANTORINI),28533,15855,12678,5129,3621,1508,456.30727
20/03/2023 10:46,2022,1,WESTERN EUROPE-EU,GREECE,2,BIRMINGHAM,ZAKINTHOS,79271,39311,39960,22090,7289,14801,258.85469
20/03/2023 10:46,2022,1,WESTERN EUROPE-EU,GREECE,2,BOURNEMOUTH,CORFU,16719,0,16719,5900,0,5900,183.37288
20/03/2023 10:46,2022,1,WESTERN EUROPE-EU,GREECE,2,BOURNEMOUTH,HERAKLION,7670,0,7670,0,0,0,0
20/03/2023 10:46,2022,1,WESTERN EUROPE-EU,GREECE,2,BOURNEMOUTH,KEFALLINIA,7135,0,7135,0,0,0,0
20/03/2023 10:46,2022,1,WESTERN EUROPE-EU,GREECE,2,BOURNEMOUTH,RHODES,9232,186,9046,4050,0,4050,127.95062
20/03/2023 10:46,2022,1,WESTERN EUROPE-EU,GREECE,2,BOURNEMOUTH,ZAKINTHOS,6993,5,6988,0,0,0,0
20/03/2023 10:46,2022,1,WESTERN EUROPE-EU,GREECE,2,BRISTOL,ATHENS,24986,24986,0,5710,5710,0,337.58319
20/03/2023 10:46,2022,1,WESTERN EUROPE-EU,GREECE,2,BRISTOL,CHANIA,0,0,0,6314,6314,0,-100
20/03/2023 10:46,2022,1,WESTERN EUROPE-EU,GREECE,2,BRISTOL,CORFU,87732,65442,22290,20153,13334,6819,335.32973
20/03/2023 10:46,2022,1,WESTERN EUROPE-EU,GREECE,2,BRISTOL,HERAKLION,69208,42897,26311,16560,12600,3960,317.92271
20/03/2023 10:46,2022,1,WESTERN EUROPE-EU,GREECE,2,BRISTOL,KEFALLINIA,44579,30488,14091,8278,6387,1891,438.5238
20/03/2023 10:46,2022,1,WESTERN EUROPE-EU,GREECE,2,BRISTOL,KOS,69259,45624,23635,17131,8614,8517,304.29047
20/03/2023 10:46,2022,1,WESTERN EUROPE-EU,GREECE,2,BRISTOL,MIKONOS,4723,4723,0,1565,1565,0,201.78914
20/03/2023 10:46,2022,1,WESTERN EUROPE-EU,GREECE,2,BRISTOL,MYTILINI,6423,6423,0,0,0,0,0
20/03/2023 10:46,2022,1,WESTERN EUROPE-EU,GREECE,2,BRISTOL,PREVEZA,17672,17672,0,5052,5052,0,249.80206
20/03/2023 10:46,2022,1,WESTERN EUROPE-EU,GREECE,2,BRISTOL,RHODES,82369,59044,23325,12010,9895,2115,585.8368
20/03/2023 10:46,2022,1,WESTERN EUROPE-EU,GREECE,2,BRISTOL,SALONIKA,14153,6225,7928,0,0,0,0
20/03/2023 10:46,2022,1,WESTERN EUROPE-EU,GREECE,2,BRISTOL,SKIATHOS,24361,12145,12216,3360,2053,1307,625.02976
20/03/2023 10:46,2022,1,WESTERN EUROPE-EU,GREECE,2,BRISTOL,THIRA (SANTORINI),21993,16450,5543,2488,2488,0,783.96302
20/03/2023 10:46,2022,1,WESTERN EUROPE-EU,GREECE,2,BRISTOL,ZAKINTHOS,70593,39861,30732,13744,8357,5387,413.62776
20/03/2023 10:46,2022,1,WESTERN EUROPE-EU,GREECE,2,CARDIFF WALES,CORFU,24779,9154,15625,1386,0,1386,1687.80664
20/03/2023 10:46,2022,1,WESTERN EUROPE-EU,GREECE,2,CARDIFF WALES,HERAKLION,15528,8465,7063,0,0,0,0
20/03/2023 10:46,2022,1,WESTERN EUROPE-EU,GREECE,2,CARDIFF WALES,KEFALLINIA,6717,0,6717,0,0,0,0
20/03/2023 10:46,2022,1,WESTERN EUROPE-EU,GREECE,2,CARDIFF WALES,KOS,15519,0,15519,1164,0,1164,1233.24742
20/03/2023 10:46,2022,1,WESTERN EUROPE-EU,GREECE,2,CARDIFF WALES,NEA ANCHIALOS,106,0,106,0,0,0,0
20/03/2023 10:46,2022,1,WESTERN EUROPE-EU,GREECE,2,CARDIFF WALES,PATRAS,0,0,0,24,0,24,-100
20/03/2023 10:46,2022,1,WESTERN EUROPE-EU,GREECE,2,CARDIFF WALES,RHODES,17551,0,17551,6826,0,6826,157.11984
20/03/2023 10:46,2022,1,WESTERN EUROPE-EU,GREECE,2,CARDIFF WALES,ZAKINTHOS,13446,0,13446,0,0,0,0
20/03/2023 10:46,2022,1,WESTERN EUROPE-EU,GREECE,2,DONCASTER SHEFFIELD,ATHENS,9,0,9,0,0,0,0
20/03/2023 10:46,2022,1,WESTERN EUROPE-EU,GREECE,2,DONCASTER SHEFFIELD,CHANIA,3546,182,3364,0,0,0,0
20/03/2023 10:46,2022,1,WESTERN EUROPE-EU,GREECE,2,DONCASTER SHEFFIELD,CORFU,21549,0,21549,6083,0,6083,254.24955
20/03/2023 10:46,2022,1,WESTERN EUROPE-EU,GREECE,2,DONCASTER SHEFFIELD,HERAKLION,13545,0,13545,2526,0,2526,436.22328
20/03/2023 10:46,2022,1,WESTERN EUROPE-EU,GREECE,2,DONCASTER SHEFFIELD,KEFALLINIA,14817,0,14817,0,0,0,0
20/03/2023 10:46,2022,1,WESTERN EUROPE-EU,GREECE,2,DONCASTER SHEFFIELD,KOS,15337,0,15337,0,0,0,0
20/03/2023 10:46,2022,1,WESTERN EUROPE-EU,GREECE,2,DONCASTER SHEFFIELD,PREVEZA,0,0,0,7,0,7,-100
20/03/2023 10:46,2022,1,WESTERN EUROPE-EU,GREECE,2,DONCASTER SHEFFIELD,RHODES,24398,0,24398,8380,0,8380,191.14558
20/03/2023 10:46,2022,1,WESTERN EUROPE-EU,GREECE,2,DONCASTER SHEFFIELD,SALONIKA,8,0,8,0,0,0,0
20/03/2023 10:46,2022,1,WESTERN EUROPE-EU,GREECE,2,DONCASTER SHEFFIELD,SKIATHOS,12,0,12,6,0,6,100
20/03/2023 10:46,2022,1,WESTERN EUROPE-EU,GREECE,2,DONCASTER SHEFFIELD,ZAKINTHOS,24118,0,24118,4888,0,4888,393.41244
20/03/2023 10:46,2022,1,WESTERN EUROPE-EU,GREECE,2,EAST MIDLANDS INTERNATIONAL,ATHENS,109,0,109,0,0,0,0
20/03/2023 10:46,2022,1,WESTERN EUROPE-EU,GREECE,2,EAST MIDLANDS INTERNATIONAL,CHANIA,19823,19823,0,3730,3730,0,431.44772
20/03/2023 10:46,2022,1,WESTERN EUROPE-EU,GREECE,2,EAST MIDLANDS INTERNATIONAL,CORFU,53616,36796,16820,12762,12762,0,320.12224
20/03/2023 10:46,2022,1,WESTERN EUROPE-EU,GREECE,2,EAST MIDLANDS INTERNATIONAL,HERAKLION,34642,18493,16149,10961,5311,5650,216.04781
20/03/2023 10:46,2022,1,WESTERN EUROPE-EU,GREECE,2,EAST MIDLANDS INTERNATIONAL,KEFALLINIA,13186,7199,5987,1128,1128,0,1068.97163
20/03/2023 10:46,2022,1,WESTERN EUROPE-EU,GREECE,2,EAST MIDLANDS INTERNATIONAL,KOS,34364,8992,25372,11406,2925,8481,201.28003
20/03/2023 10:46,2022,1,WESTERN EUROPE-EU,GREECE,2,EAST MIDLANDS INTERNATIONAL,RHODES,59210,37361,21849,20966,12836,8130,182.40962
20/03/2023 10:46,2022,1,WESTERN EUROPE-EU,GREECE,2,EAST MIDLANDS INTERNATIONAL,SKIATHOS,13029,6586,6443,2311,1166,1145,463.78191
20/03/2023 10:46,2022,1,WESTERN EUROPE-EU,GREECE,2,EAST MIDLANDS INTERNATIONAL,THIRA (SANTORINI),6649,0,6649,0,0,0,0
20/03/2023 10:46,2022,1,WESTERN EUROPE-EU,GREECE,2,EAST MIDLANDS INTERNATIONAL,ZAKINTHOS,47025,22329,24696,9262,5320,3942,407.71971
20/03/2023 10:46,2022,1,WESTERN EUROPE-EU,GREECE,2,EDINBURGH,ATHENS,48957,48957,0,15457,15457,0,216.73028
20/03/2023 10:46,2022,1,WESTERN EUROPE-EU,GREECE,2,EDINBURGH,CORFU,44214,35721,8493,8642,8642,0,411.61768
20/03/2023 10:46,2022,1,WESTERN EUROPE-EU,GREECE,2,EDINBURGH,HERAKLION,37266,37266,0,9658,9658,0,285.85628
20/03/2023 10:46,2022,1,WESTERN EUROPE-EU,GREECE,2,EDINBURGH,KEFALLINIA,4586,4586,0,0,0,0,0
20/03/2023 10:46,2022,1,WESTERN EUROPE-EU,GREECE,2,EDINBURGH,KOS,8392,8392,0,807,807,0,939.90087
20/03/2023 10:46,2022,1,WESTERN EUROPE-EU,GREECE,2,EDINBURGH,PREVEZA,7263,7263,0,0,0,0,0
20/03/2023 10:46,2022,1,WESTERN EUROPE-EU,GREECE,2,EDINBURGH,RHODES,32239,32239,0,3301,3301,0,876.64344
20/03/2023 10:46,2022,1,WESTERN EUROPE-EU,GREECE,2,EDINBURGH,SALONIKA,7421,7421,0,0,0,0,0
20/03/2023 10:46,2022,1,WESTERN EUROPE-EU,GREECE,2,EDINBURGH,SKIATHOS,5215,5215,0,0,0,0,0
20/03/2023 10:46,2022,1,WESTERN EUROPE-EU,GREECE,2,EDINBURGH,THIRA (SANTORINI),7237,7237,0,0,0,0,0
20/03/2023 10:46,2022,1,WESTERN EUROPE-EU,GREECE,2,EDINBURGH,ZAKINTHOS,13139,13139,0,0,0,0,0
20/03/2023 10:46,2022,1,WESTERN EUROPE-EU,GREECE,2,EXETER,CORFU,16002,0,16002,0,0,0,0
20/03/2023 10:46,2022,1,WESTERN EUROPE-EU,GREECE,2,EXETER,HERAKLION,7379,0,7379,0,0,0,0
20/03/2023 10:46,2022,1,WESTERN EUROPE-EU,GREECE,2,EXETER,RHODES,6908,0,6908,925,0,925,646.81081
20/03/2023 10:46,2022,1,WESTERN EUROPE-EU,GREECE,2,EXETER,ZAKINTHOS,16200,0,16200,0,0,0,0
20/03/2023 10:46,2022,1,WESTERN EUROPE-EU,GREECE,2,GLASGOW,CHANIA,6235,6235,0,0,0,0,0
20/03/2023 10:46,2022,1,WESTERN EUROPE-EU,GREECE,2,GLASGOW,CORFU,23290,8417,14873,1414,1414,0,1547.10042
20/03/2023 10:46,2022,1,WESTERN EUROPE-EU,GREECE,2,GLASGOW,HERAKLION,26858,26858,0,4211,4211,0,537.80575
20/03/2023 10:46,2022,1,WESTERN EUROPE-EU,GREECE,2,GLASGOW,KEFALLINIA,7419,7419,0,1029,1029,0,620.99125
20/03/2023 10:46,2022,1,WESTERN EUROPE-EU,GREECE,2,GLASGOW,KOS,27291,27291,0,5451,5451,0,400.66043
20/03/2023 10:46,2022,1,WESTERN EUROPE-EU,GREECE,2,GLASGOW,RHODES,38564,20588,17976,7109,4576,2533,442.46729
20/03/2023 10:46,2022,1,WESTERN EUROPE-EU,GREECE,2,GLASGOW,ZAKINTHOS,17320,9886,7434,3037,1923,1114,470.29964
20/03/2023 10:46,2022,1,WESTERN EUROPE-EU,GREECE,2,LEEDS BRADFORD,ATHENS,3,3,0,0,0,0,0
20/03/2023 10:46,2022,1,WESTERN EUROPE-EU,GREECE,2,LEEDS BRADFORD,CHANIA,16603,16443,160,5822,5822,0,185.17692
20/03/2023 10:46,2022,1,WESTERN EUROPE-EU,GREECE,2,LEEDS BRADFORD,CORFU,31615,23357,8258,5904,5904,0,435.48442
20/03/2023 10:46,2022,1,WESTERN EUROPE-EU,GREECE,2,LEEDS BRADFORD,HERAKLION,50299,50299,0,15403,15403,0,226.55327
20/03/2023 10:46,2022,1,WESTERN EUROPE-EU,GREECE,2,LEEDS BRADFORD,KEFALLINIA,20004,20004,0,3661,3661,0,446.40809
20/03/2023 10:46,2022,1,WESTERN EUROPE-EU,GREECE,2,LEEDS BRADFORD,KOS,23257,23257,0,9108,9108,0,155.34695
20/03/2023 10:46,2022,1,WESTERN EUROPE-EU,GREECE,2,LEEDS BRADFORD,RHODES,27564,27564,0,9335,9335,0,195.27584
20/03/2023 10:46,2022,1,WESTERN EUROPE-EU,GREECE,2,LEEDS BRADFORD,SALONIKA,7550,7550,0,0,0,0,0
20/03/2023 10:46,2022,1,WESTERN EUROPE-EU,GREECE,2,LEEDS BRADFORD,SKIATHOS,12694,12694,0,1157,1157,0,997.1478
20/03/2023 10:46,2022,1,WESTERN EUROPE-EU,GREECE,2,LEEDS BRADFORD,THIRA (SANTORINI),6889,6889,0,731,731,0,842.40766
20/03/2023 10:46,2022,1,WESTERN EUROPE-EU,GREECE,2,LEEDS BRADFORD,ZAKINTHOS,20988,20988,0,6680,6680,0,214.19162
20/03/2023 10:46,2022,1,WESTERN EUROPE-EU,GREECE,2,LIVERPOOL (JOHN LENNON),ATHENS,0,0,0,95,95,0,-100
20/03/2023 10:46,2022,1,WESTERN EUROPE-EU,GREECE,2,LIVERPOOL (JOHN LENNON),CORFU,0,0,0,6253,6253,0,-100
20/03/2023 10:46,2022,1,WESTERN EUROPE-EU,GREECE,2,LIVERPOOL (JOHN LENNON),HERAKLION,7577,7577,0,0,0,0,0
20/03/2023 10:46,2022,1,WESTERN EUROPE-EU,GREECE,2,LIVERPOOL (JOHN LENNON),KOS,2863,2863,0,2880,2880,0,-0.59028
20/03/2023 10:46,2022,1,WESTERN EUROPE-EU,GREECE,2,LIVERPOOL (JOHN LENNON),RHODES,0,0,0,7166,7166,0,-100
20/03/2023 10:46,2022,1,WESTERN EUROPE-EU,GREECE,2,LIVERPOOL (JOHN LENNON),ZAKINTHOS,0,0,0,3012,3012,0,-100
20/03/2023 10:46,2022,1,WESTERN EUROPE-EU,GREECE,2,MANCHESTER,ATHENS,123069,123069,0,33462,33462,0,267.78734
20/03/2023 10:46,2022,1,WESTERN EUROPE-EU,GREECE,2,MANCHESTER,CHANIA,73386,57291,16095,23603,17479,6124,210.9181
20/03/2023 10:46,2022,1,WESTERN EUROPE-EU,GREECE,2,MANCHESTER,CORFU,190733,150829,39904,55538,40492,15046,243.42792
20/03/2023 10:46,2022,1,WESTERN EUROPE-EU,GREECE,2,MANCHESTER,HERAKLION,178212,122753,55459,55533,33843,21690,220.91189
20/03/2023 10:46,2022,1,WESTERN EUROPE-EU,GREECE,2,MANCHESTER,KALAMATA,14586,14586,0,2682,2682,0,443.84787
20/03/2023 10:46,2022,1,WESTERN EUROPE-EU,GREECE,2,MANCHESTER,KAVALA,6594,0,6594,1521,0,1521,333.53057
20/03/2023 10:46,2022,1,WESTERN EUROPE-EU,GREECE,2,MANCHESTER,KEFALLINIA,85198,60728,24470,21662,16029,5633,293.30625
20/03/2023 10:46,2022,1,WESTERN EUROPE-EU,GREECE,2,MANCHESTER,KOS,130274,87840,42434,41653,24291,17362,212.76019
20/03/2023 10:46,2022,1,WESTERN EUROPE-EU,GREECE,2,MANCHESTER,MIKONOS,35604,35604,0,9033,9033,0,294.15477
20/03/2023 10:46,2022,1,WESTERN EUROPE-EU,GREECE,2,MANCHESTER,MYTILINI,13768,13768,0,2579,2579,0,433.85033
20/03/2023 10:46,2022,1,WESTERN EUROPE-EU,GREECE,2,MANCHESTER,PREVEZA,44344,33238,11106,12925,10616,2309,243.08704
20/03/2023 10:46,2022,1,WESTERN EUROPE-EU,GREECE,2,MANCHESTER,RHODES,214647,154056,60591,65056,35541,29515,229.9419
20/03/2023 10:46,2022,1,WESTERN EUROPE-EU,GREECE,2,MANCHESTER,SALONIKA,72187,58635,13552,30584,28704,1880,136.02864
20/03/2023 10:46,2022,1,WESTERN EUROPE-EU,GREECE,2,MANCHESTER,SKIATHOS,43161,22434,20727,13187,5956,7231,227.29961
20/03/2023 10:46,2022,1,WESTERN EUROPE-EU,GREECE,2,MANCHESTER,THIRA (SANTORINI),76891,61202,15689,27906,24264,3642,175.53573
20/03/2023 10:46,2022,1,WESTERN EUROPE-EU,GREECE,2,MANCHESTER,ZAKINTHOS,112552,70334,42218,29484,13386,16098,281.73925
20/03/2023 10:46,2022,1,WESTERN EUROPE-EU,GREECE,2,NEWCASTLE,CHANIA,19973,19973,0,0,0,0,0
20/03/2023 10:46,2022,1,WESTERN EUROPE-EU,GREECE,2,NEWCASTLE,CORFU,47313,47313,0,11435,11435,0,313.75601
20/03/2023 10:46,2022,1,WESTERN EUROPE-EU,GREECE,2,NEWCASTLE,HERAKLION,42203,42203,0,8902,8902,0,374.08448
